,aligned_reads_sorted_SRR15838464.bam,aligned_reads_sorted_SRR15838465.bam,aligned_reads_sorted_SRR15838468.bam,aligned_reads_sorted_SRR15838469.bam
Os05g0317550,0,0,0,0
Os05g0317700,1839,1324,1629,1635
Os05g0317900,4,4,17,16
Os05g0318100,0,0,0,0
Os05g0318166,17,12,8,16
Os05g0318300,1344,633,1550,716
Os05g0318600,1628,1319,1929,1358
Os05g0318700,6904,5878,8874,6707
Os05g0318901,60,71,134,77
Os05g0319100,227,218,398,366
Os05g0319200,0,0,0,0
Os05g0319700,784,489,722,451
Os05g0319800,0,0,0,0
Os05g0319850,0,0,0,0
Os05g0319875,10,18,37,29
Os05g0319900,0,0,0,0
Os05g0320100,490,485,662,848
Os05g0320300,967,1011,1096,1299
Os05g0320500,73,67,94,34
Os05g0320700,4434,5453,4676,10527
Os05g0320750,0,0,0,1
Os05g0320800,347,275,349,384
Os05g0321600,174,148,380,338
Os05g0321900,36,16,43,44
Os05g0322900,11363,7562,15911,6613
Os05g0323100,1204,767,1230,884
Os05g0323400,285,223,267,403
Os05g0323800,5862,10276,6757,12826
Os05g0323900,9013,15063,9607,17083
Os05g0324000,53,111,72,145
Os05g0324200,583,302,615,383
Os05g0324300,17,5,32,15
Os05g0324400,0,0,0,2
Os05g0324600,28,18,36,18
Os05g0324650,18,38,35,59
Os05g0324700,1117,1248,1227,2046
Os05g0325000,2,0,0,0
Os05g0325200,373,375,506,555
Os05g0325400,799,868,1094,1239
Os05g0326400,96,73,128,97
Os05g0326600,83,77,126,75
Os05g0326625,39,29,77,20
Os05g0326675,366,213,268,211
Os05g0326700,107,96,108,98
Os05g0327000,68,66,83,114
Os05g0327100,2,0,0,0
Os05g0328000,69,62,60,59
Os05g0328300,2,0,2,2
Os05g0328333,0,0,0,0
Os05g0328466,0,0,0,0
Os05g0328632,0,0,0,0
Os05g0328800,0,0,0,0
Os05g0328901,0,0,0,0
Os05g0329001,0,0,0,0
Os05g0329100,0,0,0,0
Os05g0329300,0,0,0,0
Os05g0329350,0,0,0,0
Os05g0329400,0,0,0,0
Os05g0329700,0,0,0,0
Os05g0329200,0,0,0,0
Os05g0330150,0,0,0,0
Os05g0330600,0,0,0,0
Os05g0330700,0,0,1,0
Os05g0331200,167,268,107,180
Os05g0331366,0,0,0,0
Os05g0331532,0,0,0,0
Os05g0331800,0,0,0,0
Os05g0331900,1,0,0,0
Os05g0332000,0,0,0,0
Os05g0332250,0,1,0,0
Os05g0332300,3485,2710,3881,4173
Os05g0332600,23,34,38,82
Os05g0332801,82,150,170,470
Os05g0333000,91,133,95,244
Os05g0333100,7,4,12,12
Os05g0333150,0,0,0,1
Os05g0333200,3678,2538,3886,3026
Os05g0333500,948,870,187,633
Os05g0333600,38,9,57,17
Os05g0334000,15,5,13,9
Os05g0334400,12,18,28,11
Os05g0334750,37,39,40,54
Os05g0335100,3124,3291,4173,4407
Os05g0335401,5367,5533,6957,9203
Os05g0335500,76,30,133,46
Os05g0335800,50,73,66,86
Os05g0336000,62,71,122,157
Os05g0336200,34,25,54,75
Os05g0337200,272,177,274,418
Os05g0337400,5980,2210,9006,2498
Os05g0337500,1434,1331,2010,2146
Os05g0337600,0,0,0,0
Os05g0338132,0,0,0,0
Os05g0338450,0,0,0,0
Os05g0338933,117,68,183,115
Os05g0338900,386,227,718,402
Os05g0339000,1143,1045,1207,1623
Os05g0339200,614,1092,852,1746
Os05g0339300,200,294,378,519
Os05g0340000,557,379,766,711
Os05g0341100,0,0,0,0
Os05g0341300,530,369,519,520
Os05g0341450,287,109,428,142
Os05g0341600,1195,1979,1540,3123
Os05g0341900,15,14,16,11
Os05g0342000,82,86,129,179
Os05g0342100,39,11,30,6
Os05g0342900,2075,2754,3072,4552
Os05g0343400,14921,13943,19684,18770
Os05g0343800,62,39,78,57
Os05g0344200,4525,19291,11522,35840
Os05g0344400,724,1438,1044,3215
Os05g0345100,558,518,823,953
Os05g0345137,0,0,0,0
Os05g0345400,4847,6027,5665,8583
Os05g0345500,6477,7661,8205,12559
Os05g0345700,0,1,0,0
Os05g0345900,0,1,0,0
Os05g0346100,1498,2032,1959,3429
Os05g0346200,4052,6802,4341,9493
Os05g0346300,14869,11904,13924,11534
Os05g0346400,5931,4507,6236,4866
Os05g0346500,3578,3003,3808,3900
Os05g0346800,22,51,24,75
Os05g0346901,109,81,103,115
Os05g0347000,2457,2126,3031,3039
Os05g0347400,175,201,194,448
Os05g0348100,8408,3384,12124,5108
Os05g0348700,6,4,4,3
Os05g0348900,0,0,0,0
Os05g0349000,478,375,530,417
Os05g0349200,4074,4031,4876,6173
Os05g0349400,40,23,49,44
Os05g0349500,80,102,103,160
Os05g0349600,0,0,0,1
Os05g0349700,11878,5774,15133,7060
Os05g0349800,0,283,0,462
Os05g0350150,0,0,0,0
Os05g0350500,12282,6973,10274,6955
Os05g0350600,7320,5077,7244,5473
Os05g0350700,7884,8673,9625,13381
Os05g0350900,38,11,65,24
Os05g0351200,0,0,0,0
Os05g0351500,367,378,571,706
Os05g0352700,984,721,1008,1001
Os05g0352750,3,2,3,0
Os05g0352800,2254,1668,2289,2249
Os05g0353100,0,0,0,0
Os05g0353200,0,0,1,1
Os05g0353300,4,0,4,2
Os05g0353400,212,118,197,125
Os05g0353450,0,0,0,2
Os05g0353500,1434,1876,2343,3569
Os05g0353600,0,2,0,4
Os05g0354075,0,0,0,0
Os05g0354300,3065,2594,2958,3328
Os05g0354400,5329,3773,6411,6201
Os05g0355133,99,129,148,175
Os05g0355200,1200,869,1487,1365
Os05g0355300,1945,2951,3289,2966
Os05g0355400,2671,12025,2637,16416
Os05g0355450,0,0,0,0
Os05g0355500,13269,10655,12733,9633
Os05g0355700,49,75,87,171
Os05g0355800,29,38,85,100
Os05g0355900,250,171,356,221
Os05g0356201,7,10,5,2
Os05g0356500,0,0,0,0
Os05g0356600,0,0,0,0
Os05g0356700,259,203,384,325
Os05g0356800,544,383,693,591
Os05g0357100,793,953,963,1185
Os05g0357200,2828,2934,4230,5179
Os05g0357500,2,1,8,8
Os05g0357525,54,65,155,105
Os05g0357600,5589,5889,5821,7551
Os05g0357700,717,645,898,958
Os05g0357800,2668,4264,3932,8009
Os05g0357850,411,331,404,320
Os05g0358000,4782,3990,6642,6635
Os05g0358101,1,0,1,0
Os05g0358100,0,0,2,0
Os05g0358200,1002,302,1048,327
Os05g0358400,998,1164,1209,1809
Os05g0358500,469,644,771,1446
Os05g0358700,2011,2775,2407,4197
Os05g0358900,11,4,17,6
Os05g0359000,160,188,200,300
Os05g0359500,8,3,6,4
Os05g0359600,0,0,0,0
Os05g0359700,0,0,0,0
Os05g0359833,63,59,66,70
Os05g0359966,0,0,0,0
Os05g0360400,2318,2223,3418,3415
Os05g0360800,354,306,458,492
Os05g0360900,2,3,4,6
Os05g0361000,353,353,701,1048
Os05g0361200,15733,13799,23736,18138
Os05g0361500,316,365,289,639
Os05g0361700,309,1002,256,645
Os05g0361900,4681,2068,5051,2451
Os05g0362000,26,36,21,56
Os05g0362100,4022,3554,4553,4458
Os05g0362300,915,823,1095,1309
Os05g0362500,861,656,1030,991
Os05g0362600,0,0,0,8
Os05g0363100,3752,3647,4690,6413
Os05g0363200,17972,15607,21340,21841
Os05g0363500,6698,2575,7969,4009
Os05g0363533,1,0,1,2
Os05g0363566,106,54,218,128
Os05g0363600,526,379,479,437
Os05g0363951,11,8,7,8
Os05g0364300,778,540,1119,799
Os05g0364500,303,284,328,409
Os05g0364550,0,0,0,0
Os05g0364600,633,1076,910,1729
Os05g0364650,2,9,9,8
Os05g0364700,0,0,0,0
Os05g0365000,128,131,248,241
Os05g0365200,56,57,63,89
Os05g0365250,0,0,0,3
Os05g0365300,824,412,969,524
Os05g0365450,0,0,0,1
Os05g0365500,1426,981,1230,983
Os05g0365600,293,141,458,152
Os05g0365700,960,1028,1212,1512
Os05g0366000,223,214,234,334
Os05g0366200,0,0,0,0
Os05g0366300,710,627,578,602
Os05g0366600,1189,3142,1954,4127
Os05g0366800,0,0,0,0
Os05g0366900,0,2,2,2
Os05g0367000,955,853,1159,1261
Os05g0367100,718,500,655,570
Os05g0367200,175,194,257,289
Os05g0367400,573,538,1002,693
Os05g0367800,2,0,0,0
Os05g0367900,15,9,16,16
Os05g0368000,448,506,1395,901
Os05g0368100,8,29,61,101
Os05g0368300,414,206,326,166
Os05g0368350,0,0,0,0
Os05g0368400,0,0,3,0
Os05g0368501,0,0,0,0
Os05g0368600,1,0,0,0
Os05g0368633,0,0,0,0
Os05g0368666,0,0,0,1
Os05g0368700,0,0,0,0
Os05g0369300,0,0,0,0
Os05g0369500,0,0,0,0
Os05g0369700,0,0,0,0
Os05g0369800,0,0,0,0
Os05g0369900,42,16,70,18
Os05g0370000,503,410,540,498
Os05g0370100,0,1,6,4
Os05g0370200,0,0,0,0
Os05g0370300,6,4,34,53
Os05g0370600,565,342,737,468
Os05g0370650,0,0,0,0
Os05g0370700,468,571,343,708
Os05g0370900,4,10,20,19
Os05g0371133,120,44,74,44
Os05g0371166,20,26,16,55
Os05g0371100,23,23,30,44
Os05g0371200,5143,4408,5785,5830
Os05g0371500,1245,930,1388,1162
Os05g0371600,1054,314,1152,404
Os05g0372000,717,719,896,962
Os05g0372100,4077,4499,4893,6693
Os05g0372200,1888,1431,1915,1864
Os05g0372300,0,0,0,0
Os05g0372350,0,0,0,0
Os05g0372400,1372,1461,1733,2350
Os05g0372800,893,1050,1210,1694
Os05g0372833,0,0,0,0
Os05g0372866,0,0,0,0
Os05g0372900,21,16,21,6
Os05g0373000,2201,2406,2720,2687
Os05g0373300,1055,1141,1484,1115
Os05g0373400,3727,2773,3909,3860
Os05g0373500,619,587,840,845
Os05g0373700,18225,10137,16321,9591
Os05g0373900,170,3832,240,5944
Os05g0374000,202,208,278,420
Os05g0374200,61,88,120,129
Os05g0374500,1742,1724,1958,2805
Os05g0374600,1521,1850,1967,2868
Os05g0374932,0,0,0,0
Os05g0375100,4,0,1,2
Os05g0375400,2138,8993,6277,30499
Os05g0375466,18,44,26,193
Os05g0375532,2,0,2,2
Os05g0375600,0,0,0,0
Os05g0375700,0,0,0,0
Os05g0375850,0,0,0,0
Os05g0376000,0,0,0,0
Os05g0376200,202,141,157,119
Os05g0376300,2614,3119,3554,5136
Os05g0376400,0,0,0,0
Os05g0376600,207,84,284,63
Os05g0376800,465,66,456,56
Os05g0377000,836,500,914,587
Os05g0377150,0,0,0,0
Os05g0377450,1,0,0,0
Os05g0377600,0,0,0,0
Os05g0377750,0,0,0,0
Os05g0378200,0,0,0,2
Os05g0378500,0,0,0,0
Os05g0378800,2154,2122,2566,3183
Os05g0378900,2126,1467,2295,1940
Os05g0379300,0,0,0,0
Os05g0379500,24,12,36,34
Os05g0380200,0,0,0,0
Os05g0380250,0,0,0,0
Os05g0380300,205,144,227,244
Os05g0380400,227,203,319,336
Os05g0380700,63,93,75,122
Os05g0380850,50,51,98,70
Os05g0380900,1404,4270,3021,4941
Os05g0381400,17,1787,20,2696
Os05g0381500,2286,1585,3292,2120
Os05g0381600,110,106,167,282
Os05g0381700,4965,6432,6025,9433
Os05g0381900,41,55,55,57
Os05g0382000,85,34,139,58
Os05g0382200,0,0,3,2
Os05g0382400,1,3,1,0
Os05g0382500,1,0,3,4
Os05g0382550,3,4,9,7
Os05g0382600,6171,2137,11932,5656
Os05g0382900,2694,2049,5218,4113
Os05g0383000,2302,1709,2392,2240
Os05g0383100,271,210,281,263
Os05g0383150,1,3,4,3
Os05g0383200,114,199,262,327
Os05g0384300,38,9,28,14
Os05g0384600,151,125,263,256
Os05g0384800,5511,4748,7549,6550
Os05g0385400,22,13,43,22
Os05g0385650,0,2,0,1
Os05g0386000,359,252,481,433
Os05g0386100,0,0,0,0
Os05g0386201,109,114,86,216
Os05g0386400,4,3,3,7
Os05g0386700,351,145,363,153
Os05g0386800,85,37,160,92
Os05g0386900,2585,2128,3838,2970
Os05g0387200,8091,3767,9346,4709
Os05g0387300,0,9,2,0
Os05g0387700,1911,1508,2969,2332
Os05g0387750,7,9,10,30
Os05g0387800,0,0,0,0
Os05g0387900,408,454,455,586
Os05g0388025,0,1,0,0
Os05g0388151,0,0,0,0
Os05g0388400,2310,1894,2675,2541
Os05g0388500,8567,5084,11740,6950
Os05g0388550,1,4,4,5
Os05g0388600,4208,1990,5226,2331
Os05g0389000,4074,3799,6146,7114
Os05g0389300,2973,1746,2840,2008
Os05g0389400,1789,2854,2011,4351
Os05g0389500,2775,1693,3146,2199
Os05g0389600,1959,1222,2216,1693
Os05g0389700,2807,3244,3284,4948
Os05g0389800,112,115,200,220
Os05g0389900,1,0,2,0
Os05g0390000,470,256,827,646
Os05g0390100,5243,2434,7275,3212
Os05g0390300,89,52,63,38
Os05g0390500,1974,1897,2260,2677
Os05g0390550,133,91,85,121
Os05g0390600,0,0,0,0
Os05g0390800,82,57,118,80
Os05g0390932,0,0,0,0
Os05g0391200,5618,2178,5339,2570
Os05g0391300,0,0,0,0
Os05g0391400,0,0,0,0
Os05g0391500,3609,4635,3944,6158
Os05g0391600,1669,1300,2698,2521
Os05g0392000,1623,1630,1692,2398
Os05g0392050,287,249,363,475
Os05g0392100,2341,3077,2954,4299
Os05g0392200,507,743,683,1010
Os05g0392300,2186,2041,2688,2912
Os05g0392400,1064,662,987,696
Os05g0392700,5640,11434,6885,19288
Os05g0392900,11,17,47,64
Os05g0393100,1828,1833,2847,2518
Os05g0393200,293,419,403,759
Os05g0393400,3626,1762,4390,1769
Os05g0393700,921,748,957,923
Os05g0393800,29,31,23,36
Os05g0393850,0,0,0,2
Os05g0393900,129,81,146,114
Os05g0394200,1225,669,1294,810
Os05g0394301,17,2,24,8
Os05g0394900,752,774,932,1115
Os05g0395000,2117,1200,2815,1599
Os05g0395025,2,0,0,1
Os05g0395116,29,6,35,18
Os05g0395300,4673,5425,5251,8115
Os05g0395400,76,54,126,129
Os05g0395600,0,0,0,2
Os05g0395850,0,0,0,0
Os05g0396000,0,0,0,0
Os05g0396700,5,3,0,4
Os05g0396900,1112,941,1503,1455
Os05g0397100,0,0,0,0
Os05g0397300,958,1842,2189,1714
Os05g0397600,380,422,729,904
Os05g0397650,2651,2488,3548,3088
Os05g0397700,2119,1864,2698,2331
Os05g0397800,724,1300,826,2182
Os05g0397900,2043,1218,2442,1042
Os05g0398000,2530,2706,3462,3619
Os05g0398100,97,108,103,158
Os05g0398450,1625,1881,2037,2667
Os05g0398800,1624,1213,1976,1878
Os05g0399100,6190,5901,7738,7867
Os05g0399200,465,1001,471,1553
Os05g0399300,773,3196,1953,7215
Os05g0399400,2142,4364,5644,9818
Os05g0399700,1,1,0,1
Os05g0399800,324,341,392,220
Os05g0399900,0,0,0,0
Os05g0400100,208,61,249,132
Os05g0400200,2,3,8,0
Os05g0400301,0,0,0,0
Os05g0400400,6491,4866,7063,6175
Os05g0400500,203,140,273,242
Os05g0400600,1246,1024,1629,1215
Os05g0400700,3137,2844,3851,4582
Os05g0400800,1315,1188,1498,1542
Os05g0401000,2257,1701,2374,1949
Os05g0401050,0,0,0,0
Os05g0401100,5500,1851,10863,3199
Os05g0401200,11938,7009,15907,9426
Os05g0401300,711,836,999,1216
Os05g0401500,2028,1940,1840,2396
Os05g0402300,10130,10406,13130,14796
Os05g0402700,22291,14205,21249,14020
Os05g0402800,4797,4464,5604,6052
Os05g0402851,0,0,0,0
Os05g0402900,263,603,637,1572
Os05g0403000,2,4,4,7
Os05g0403100,2,0,0,0
Os05g0403200,8,3,0,1
Os05g0403300,42,32,78,47
Os05g0403400,378,263,496,401
Os05g0403600,501,369,586,465
Os05g0404000,1360,602,1498,837
Os05g0404200,3056,3657,4056,6298
Os05g0404300,352,388,404,407
Os05g0404400,1961,1161,3236,1806
Os05g0404500,15,10,19,13
Os05g0404600,1096,956,1197,1365
Os05g0404700,18,22,13,25
Os05g0404901,2943,2110,3007,2741
Os05g0405000,11286,17945,12991,30879
Os05g0405200,0,0,0,3
Os05g0405400,31,33,58,21
Os05g0405500,544,282,670,486
Os05g0405600,1357,1373,1913,2222
Os05g0405900,7961,10905,10296,19394
Os05g0406000,6329,3163,9631,3753
Os05g0406100,671,557,778,487
Os05g0406150,8,1,5,2
Os05g0406200,57,33,46,49
Os05g0406300,1928,2122,2330,2597
Os05g0406550,0,2,0,2
Os05g0406700,78,70,76,81
Os05g0406800,2255,1282,3760,1567
Os05g0407100,38,130,36,288
Os05g0407200,2187,2335,2484,2671
Os05g0407500,5537,11786,8059,21223
Os05g0407550,37,50,19,41
Os05g0407900,359,322,355,495
Os05g0408200,4898,4889,6056,7059
Os05g0408300,4357,4095,7513,6488
Os05g0408800,2,1,1,0
Os05g0408850,0,0,0,0
Os05g0408900,3067,5156,4619,10595
Os05g0409000,0,3,2,4
Os05g0409050,0,0,0,1
Os05g0409100,36,36,58,140
Os05g0409200,0,0,0,0
Os05g0409300,10155,15489,12959,23852
Os05g0409400,1152,622,1252,756
Os05g0409500,370,417,454,323
Os05g0409800,205,141,221,135
Os05g0410100,6,2,10,18
Os05g0410200,521,685,889,836
Os05g0410500,22,78,17,96
Os05g0410601,0,1,0,1
Os05g0410750,13,9,10,13
Os05g0410800,1,2,2,4
Os05g0410900,686,381,988,969
Os05g0411100,34,9,9,13
Os05g0411150,0,0,0,0
Os05g0411200,1987,819,2164,866
Os05g0411300,4252,5256,6161,7464
Os05g0411600,16105,37639,24259,65381
Os05g0412000,1377,1572,2172,2634
Os05g0412300,0,0,0,0
Os05g0412400,0,2,0,2
Os05g0412500,666,338,936,517
Os05g0412800,1853,1007,1892,1392
Os05g0412900,8,0,13,6
Os05g0413000,64,52,65,74
Os05g0413200,301,222,464,374
Os05g0413332,0,0,0,0
Os05g0413400,103,123,189,279
Os05g0413575,1,0,0,0
Os05g0414100,1939,2372,2559,3667
Os05g0414200,1229,1055,1665,1803
Os05g0414300,2245,1942,2832,2738
Os05g0414400,0,0,0,0
Os05g0414501,2845,2640,4027,3923
Os05g0414600,2573,2170,3750,3807
Os05g0414700,387,363,497,361
Os05g0414750,0,0,1,4
Os05g0414800,226,173,348,164
Os05g0415200,256,197,341,316
Os05g0415400,17,9,12,6
Os05g0415600,112,82,129,93
Os05g0415700,177,61,252,62
Os05g0415800,299,394,270,563
Os05g0415900,0,0,0,0
Os05g0416400,6,2,11,4
Os05g0416701,0,0,0,0
Os05g0416900,0,0,0,0
Os05g0417000,149,103,154,117
Os05g0417100,1469,1210,1540,1310
Os05g0417200,2634,2368,2792,2736
Os05g0417251,67,62,68,103
Os05g0417300,738,819,925,1162
Os05g0417600,570,542,622,752
Os05g0417700,16,21,40,18
Os05g0417900,4,18,5,6
Os05g0418000,16063,19459,16997,25531
Os05g0418100,1149,1598,1682,1899
Os05g0418500,25,14,26,17
Os05g0418600,0,0,0,0
Os05g0418800,408,350,625,666
Os05g0418901,0,0,0,0
Os05g0419000,2264,1569,3791,2156
Os05g0419100,2580,2033,2748,2835
Os05g0419050,6,10,11,17
Os05g0419200,7744,9448,10891,13644
Os05g0419301,0,0,0,0
Os05g0419500,1855,1730,2326,2147
Os05g0419600,2947,2807,3657,3527
Os05g0419800,3976,3293,6420,5880
Os05g0420000,0,0,0,0
Os05g0420200,2848,2374,3776,3476
Os05g0420300,14,13,43,6
Os05g0420500,3603,4250,4639,6462
Os05g0420600,11190,8970,10825,11326
Os05g0420800,7,6,5,5
Os05g0420750,241,189,290,205
Os05g0420900,249,201,282,258
Os05g0421000,0,0,0,0
Os05g0421100,9,6,17,9
Os05g0421300,3622,3126,4001,4029
Os05g0421450,241,1168,329,2947
Os05g0421600,424,2239,528,4607
Os05g0421750,0,0,0,0
Os05g0421900,110,182,75,350
Os05g0422200,0,0,2,0
Os05g0422300,1073,939,1265,1676
Os05g0422600,656,677,889,948
Os05g0422900,766,989,1334,1895
Os05g0423200,1310,1337,1582,1970
Os05g0423400,32,33,46,51
Os05g0423500,966,693,1197,1199
Os05g0423701,101,85,126,113
Os05g0424000,268,147,299,344
Os05g0424100,0,0,0,0
Os05g0424300,171,344,238,631
Os05g0424700,9,2,11,15
Os05g0424800,2263,1049,2249,1267
Os05g0425000,379,250,401,324
Os05g0425301,0,0,0,0
Os05g0425600,1,1,0,0
Os05g0425650,0,0,0,0
Os05g0425700,4527,7504,7974,15667
Os05g0426000,1433,786,1534,1383
Os05g0426033,5,4,3,6
Os05g0426066,0,0,0,0
Os05g0426100,1,2,1,1
Os05g0426150,0,0,0,0
Os05g0426200,32904,27385,43488,36068
Os05g0426300,1871,1149,2213,1435
Os05g0426350,88,69,125,161
Os05g0426400,118,125,167,241
Os05g0426800,82,56,126,111
Os05g0426900,79,36,96,41
Os05g0427100,1102,1601,2014,2390
Os05g0427200,548,1219,940,2508
Os05g0427300,3142,5316,3844,7349
Os05g0427400,3526,1879,4183,3109
Os05g0427800,2,7,5,8
Os05g0427900,486,329,655,534
Os05g0428000,2,3,1,4
Os05g0428100,490,229,584,386
Os05g0428400,416,287,602,442
Os05g0428600,0,0,8,12
Os05g0428700,1614,879,2468,1757
Os05g0429000,1005,1276,1366,2090
Os05g0429100,5,6,5,10
Os05g0429400,6593,7119,9084,10128
Os05g0429500,2621,1797,3800,2369
Os05g0429700,211,195,276,251
Os05g0429751,0,0,0,0
Os05g0429802,0,0,0,1
Os05g0429900,1610,811,2224,1378
Os05g0430200,2469,2329,2505,2664
Os05g0430300,5513,4958,6396,7685
Os05g0430400,5235,2630,7276,3255
Os05g0430700,1238,546,1393,767
Os05g0430800,871,733,1233,791
Os05g0430900,443,202,695,368
Os05g0431266,202,204,364,365
Os05g0431333,60,69,79,100
Os05g0431700,127,109,89,159
Os05g0431750,1,0,0,1
Os05g0432200,0,0,0,4
Os05g0432400,5374,4781,6461,6549
Os05g0432500,417,397,511,562
Os05g0432600,467,396,577,409
Os05g0432650,1,0,0,0
Os05g0432700,7509,10363,10047,16965
Os05g0433100,31,24,72,45
Os05g0433400,1,6,16,11
Os05g0433500,18,2,14,7
Os05g0433600,3,2,0,2
Os05g0433800,109,41,89,53
Os05g0433900,0,0,0,0
Os05g0434600,6,4,25,12
Os05g0434800,211,91,255,101
Os05g0435100,0,0,0,0
Os05g0435300,0,4,0,24
Os05g0435400,51,63,66,112
Os05g0435500,923,1061,1376,1966
Os05g0435700,1139,861,943,1070
Os05g0435800,925,223,1473,471
Os05g0436100,1700,947,2079,1260
Os05g0436400,7079,6373,7739,8380
Os05g0436700,0,0,0,0
Os05g0436900,1,1,0,0
Os05g0436950,8,3,18,10
Os05g0437050,9,1,0,1
Os05g0437100,16,20,67,83
Os05g0437200,3797,3250,4587,5078
Os05g0437300,6602,6750,7649,9650
Os05g0437401,282,336,512,486
Os05g0437500,567,675,756,1145
Os05g0437700,876,1039,1093,1953
Os05g0437750,0,0,0,0
Os05g0437800,82,151,95,271
Os05g0437900,3475,4335,4180,6098
Os05g0438201,0,0,0,0
Os05g0438500,60,48,94,65
Os05g0438550,0,1,1,1
Os05g0438600,2159,3096,3650,6164
Os05g0438700,4910,673,6833,1355
Os05g0438800,5894,15073,5927,22137
Os05g0439000,90,71,266,83
Os05g0439100,370,435,819,1131
Os05g0439200,0,0,0,0
Os05g0439300,161,87,148,103
Os05g0439400,2269,1423,3518,2854
Os05g0439750,0,0,0,0
Os05g0440000,110,23,139,47
Os05g0440100,84,144,112,239
Os05g0440150,0,0,0,1
Os05g0440201,0,2,2,6
Os05g0440250,143,154,341,300
Os05g0440300,57,47,118,89
Os05g0440466,0,0,0,2
Os05g0440800,1862,1231,2344,1755
Os05g0440900,35,14,64,23
Os05g0441400,597,136,699,174
Os05g0441500,0,0,0,0
Os05g0441750,0,0,0,0
Os05g0442000,170,102,245,157
Os05g0442400,83,192,141,720
Os05g0442550,0,0,0,0
Os05g0442700,643,301,840,290
Os05g0442750,1,0,1,0
Os05g0443300,3742,3502,5031,5064
Os05g0443400,2919,3120,3377,3629
Os05g0443500,3331,3038,3265,3198
Os05g0443700,1030,890,1215,1225
Os05g0443800,2747,1033,2615,1003
Os05g0443850,0,0,1,0
Os05g0443900,403,576,775,1304
Os05g0444200,908,1307,1387,3444
Os05g0444300,2698,1524,3443,2478
Os05g0444500,27,77,33,91
Os05g0444750,29,17,22,18
Os05g0445000,0,0,0,2
Os05g0445100,59,59,145,102
Os05g0445500,29737,19172,28917,18765
Os05g0445650,13,5,6,13
Os05g0445800,0,0,0,0
Os05g0445900,2702,2756,2541,2932
Os05g0446300,2997,2722,3270,3537
Os05g0446500,1882,2294,2816,3920
Os05g0446600,3157,2769,3025,3347
Os05g0446800,2284,2637,2703,3315
Os05g0446900,448,466,598,748
Os05g0447000,588,456,848,831
Os05g0447200,285,348,396,736
Os05g0447250,0,0,0,0
Os05g0447500,522,456,580,750
Os05g0447540,0,0,0,0
Os05g0447580,859,775,785,987
Os05g0447620,55,39,85,106
Os05g0447660,0,0,0,0
Os05g0447700,9070,12196,10777,14564
Os05g0447800,0,0,0,0
Os05g0448300,420,527,858,614
Os05g0448675,93,101,161,146
Os05g0448700,0,0,0,0
Os05g0449100,4,6,16,7
Os05g0449200,405,1279,1093,813
Os05g0449250,3,0,0,3
Os05g0449500,10196,17024,14283,24221
Os05g0449600,1086,1044,1356,1635
Os05g0449750,1,0,0,0
Os05g0449900,1704,969,2397,1603
Os05g0450300,59,380,39,64
Os05g0450600,384,172,460,327
Os05g0450733,0,0,0,0
Os05g0451100,813,585,1056,836
Os05g0451200,73,70,129,88
Os05g0451300,2884,3425,3924,6252
Os05g0451900,106,121,138,186
Os05g0452151,13,16,26,41
Os05g0452500,1750,1335,2298,1970
Os05g0452600,1369,1251,1663,1409
Os05g0452800,720,596,952,1023
Os05g0452900,2524,2480,2821,3368
Os05g0453100,57,153,71,191
Os05g0453300,649,662,721,556
Os05g0453401,0,0,0,0
Os05g0453500,3437,8009,4423,9114
Os05g0453700,1878,2825,2595,4276
Os05g0453900,260,122,293,235
Os05g0454200,2423,2214,3121,2685
Os05g0454400,4,5,7,10
Os05g0454500,3505,14832,6326,25847
Os05g0454800,0,0,0,0
Os05g0455200,62,82,100,91
Os05g0455250,0,0,0,3
Os05g0455400,8365,6023,8435,6484
Os05g0455500,9541,19157,11083,31261
Os05g0455600,2293,3666,2557,4780
Os05g0455700,3247,2025,3920,2255
Os05g0455800,3136,2914,3794,4366
Os05g0455900,535,320,467,350
Os05g0456000,324,239,253,185
Os05g0456100,32,13,23,11
Os05g0456200,1,1,1,3
Os05g0456300,1128,532,1353,406
Os05g0456401,12,10,7,6
Os05g0456500,810,664,1120,813
Os05g0456800,5,4,5,4
Os05g0456900,0,0,0,0
Os05g0456962,0,0,0,0
Os05g0456925,2,0,0,1
Os05g0457000,0,12,0,22
Os05g0457200,19,213,58,441
Os05g0457300,0,0,0,0
Os05g0457501,0,0,0,0
Os05g0457600,10,4,12,17
Os05g0457700,1908,2273,2415,3261
Os05g0457800,816,1007,1222,1406
Os05g0458000,662,542,777,828
Os05g0458100,3618,2866,4413,4427
Os05g0458200,5,0,2,5
Os05g0458300,471,330,522,522
Os05g0458400,7749,8366,8591,10678
Os05g0458500,103,212,172,226
Os05g0458600,214,362,237,327
Os05g0459000,520,435,695,454
Os05g0459200,7,9,12,9
Os05g0459300,806,581,943,783
Os05g0459400,987,637,1236,684
Os05g0459600,38,15,13,27
Os05g0459700,251,160,517,367
Os05g0459900,29131,17103,29847,16404
Os05g0460000,227,1101,243,2149
Os05g0460200,28,44,32,51
Os05g0460350,0,0,0,1
Os05g0460475,14,10,23,7
Os05g0460600,1772,780,2649,1174
Os05g0460500,0,0,0,0
Os05g0460700,376,334,372,429
Os05g0460800,1341,1250,1858,1831
Os05g0460900,0,0,0,0
Os05g0461000,4080,2884,4281,3224
Os05g0461200,0,0,0,0
