"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Os01g0105700",111.876511620321,-0.701943394972812,0.372431458796119,-1.88475860025852,0.0594624366956858,0.158633807844763
"Os01g0105800",258.510716099025,0.322408240795646,0.276485198481058,1.16609584370837,0.243575696916656,0.433293830479114
"Os01g0105900",9717.45848237071,0.517303188431313,0.199944681606955,2.58723154961537,0.00967505520775519,0.0379027170136611
"Os01g0106200",2421.47581327146,-0.26093148472803,0.189209361288684,-1.37906223535059,0.167875566218482,0.335982027445661
"Os01g0106300",766.216219969053,-1.90338895063703,0.33365922845262,-5.70458955822742,1.16623763630191e-08,2.30230652369727e-07
"Os01g0106400",928.016660537209,-1.38863962383888,0.394985668976701,-3.51567090379878,0.000438644340159348,0.00283068140267122
"Os01g0106500",1013.79914703633,-0.13240298047833,0.298656010618994,-0.443329368137986,0.657527516458319,0.80494981610189
"Os01g0106600",297.570838357066,0.224334827400696,0.290453330563632,0.772361008790531,0.439900640627597,0.633136443106107
"Os01g0106700",6385.12532474301,0.109840762307198,0.188933649250535,0.581372152302758,0.560989661725914,0.732880326169576
"Os01g0106800",3953.70806575869,0.0312477916582096,0.206200797844967,0.151540595307024,0.879549290158182,0.938383394072588
"Os01g0106900",9648.00737963249,-0.352148248588384,0.165246039265833,-2.1310540945667,0.0330846859480089,0.101255617276439
"Os01g0107000",3672.18067926435,0.154338900998205,0.172232217988565,0.896109350507535,0.370194363571905,0.568269623621011
"Os01g0107400",724.337358328123,-0.0301717463263801,0.229900674940391,-0.131238180723928,0.895586893292351,0.947129993325918
"Os01g0107700",64.1753846552723,-0.592846481086478,0.466801180685679,-1.27001924077324,0.204077776522215,0.383543302202952
"Os01g0107900",12683.9791403386,0.183068374550615,0.185071644448454,0.989175705960739,0.32257718243284,0.520550684992078
